Date,Close
2005-03-07,36.320000
2005-03-08,35.830002
2005-03-09,35.400002
2005-03-10,34.910000
2005-03-11,34.750000
2005-03-14,34.599998
2005-03-15,34.180000
2005-03-16,33.869999
2005-03-17,33.970001
2005-03-18,34.160000
2005-03-21,33.669998
2005-03-22,33.150002
2005-03-23,33.180000
2005-03-24,32.880001
2005-03-28,33.389999
2005-03-29,33.430000
2005-03-30,34.320000
2005-03-31,34.270000
2005-04-01,34.009998
2005-04-04,35.000000
2005-04-05,35.279999
2005-04-06,34.820000
2005-04-07,34.900002
2005-04-08,34.599998
2005-04-11,34.599998
2005-04-12,34.630001
2005-04-13,34.299999
2005-04-14,33.970001
2005-04-15,33.020000
2005-04-18,33.000000
2005-04-19,32.779999
2005-04-20,33.250000
2005-04-21,33.730000
2005-04-22,33.040001
2005-04-25,33.529999
2005-04-26,32.709999
2005-04-27,31.719999
2005-04-28,32.520000
2005-04-29,32.360001
2005-05-02,33.099998
2005-05-03,33.209999
2005-05-04,33.959999
2005-05-05,33.959999
2005-05-06,34.520000
2005-05-09,34.639999
2005-05-10,34.230000
2005-05-11,33.820000
2005-05-12,33.849998
2005-05-13,33.900002
2005-05-16,34.540001
2005-05-17,34.730000
2005-05-18,35.330002
2005-05-19,35.590000
2005-05-20,35.500000
2005-05-23,35.680000
2005-05-24,35.540001
2005-05-25,35.250000
2005-05-26,35.450001
2005-05-27,35.500000
2005-05-31,35.509998
2005-06-01,36.500000
2005-06-02,36.410000
2005-06-03,35.590000
2005-06-06,35.770000
2005-06-07,35.349998
2005-06-08,34.830002
2005-06-09,35.200001
2005-06-10,34.950001
2005-06-13,34.869999
2005-06-14,35.040001
2005-06-15,35.240002
2005-06-16,35.580002
2005-06-17,35.310001
2005-06-20,35.689999
2005-06-21,35.380001
2005-06-22,35.220001
2005-06-23,35.430000
2005-06-24,35.020000
2005-06-27,34.500000
2005-06-28,33.709999
2005-06-29,33.349998
2005-06-30,33.090000
2005-07-01,32.910000
2005-07-05,34.080002
2005-07-06,34.060001
2005-07-07,33.959999
2005-07-08,34.740002
2005-07-11,35.590000
2005-07-12,36.310001
2005-07-13,36.509998
2005-07-14,37.189999
2005-07-15,37.150002
2005-07-18,37.189999
2005-07-19,38.169998
2005-07-20,38.169998
2005-07-21,37.950001
2005-07-22,37.950001
2005-07-25,37.950001
2005-07-26,37.740002
2005-07-27,43.650002
2005-07-28,45.680000
2005-07-29,45.150002
2005-08-01,44.930000
2005-08-02,46.509998
2005-08-03,46.110001
2005-08-04,45.459999
2005-08-05,45.270000
2005-08-08,45.660000
2005-08-09,45.930000
2005-08-10,44.759998
2005-08-11,45.209999
2005-08-12,44.200001
2005-08-15,45.040001
2005-08-16,44.270000
2005-08-17,44.119999
2005-08-18,43.730000
2005-08-19,43.720001
2005-08-22,43.770000
2005-08-23,43.419998
2005-08-24,42.369999
2005-08-25,42.310001
2005-08-26,42.369999
2005-08-29,42.790001
2005-08-30,42.490002
2005-08-31,42.700001
2005-09-01,41.840000
2005-09-02,41.509998
2005-09-06,43.619999
2005-09-07,43.730000
2005-09-08,42.959999
2005-09-09,42.950001
2005-09-12,44.500000
2005-09-13,43.930000
2005-09-14,43.099998
2005-09-15,42.709999
2005-09-16,42.799999
2005-09-19,42.750000
2005-09-20,41.869999
2005-09-21,41.250000
2005-09-22,42.080002
2005-09-23,42.189999
2005-09-26,43.340000
2005-09-27,43.160000
2005-09-28,43.369999
2005-09-29,44.790001
2005-09-30,45.299999
2005-10-03,46.009998
2005-10-04,44.930000
2005-10-05,44.490002
2005-10-06,44.009998
2005-10-07,43.720001
2005-10-10,43.759998
2005-10-11,43.400002
2005-10-12,42.549999
2005-10-13,42.619999
2005-10-14,43.790001
2005-10-17,45.020000
2005-10-18,44.650002
2005-10-19,45.860001
2005-10-20,45.009998
2005-10-21,45.950001
2005-10-24,46.930000
2005-10-25,46.169998
2005-10-26,39.750000
2005-10-27,39.060001
2005-10-28,38.950001
2005-10-31,39.860001
2005-11-01,40.369999
2005-11-02,40.750000
2005-11-03,41.560001
2005-11-04,41.090000
2005-11-07,41.389999
2005-11-08,41.950001
2005-11-09,41.400002
2005-11-10,42.180000
2005-11-11,42.680000
2005-11-14,42.529999
2005-11-15,44.450001
2005-11-16,45.299999
2005-11-17,46.740002
2005-11-18,47.980000
2005-11-21,47.990002
2005-11-22,48.849998
2005-11-23,48.240002
2005-11-25,48.060001
2005-11-28,48.349998
2005-11-29,48.549999
2005-11-30,48.459999
2005-12-01,49.000000
2005-12-02,49.060001
2005-12-05,48.830002
2005-12-06,49.259998
2005-12-07,48.830002
2005-12-08,48.349998
2005-12-09,48.740002
2005-12-12,49.070000
2005-12-13,49.500000
2005-12-14,49.410000
2005-12-15,49.480000
2005-12-16,49.209999
2005-12-19,48.369999
2005-12-20,48.139999
2005-12-21,48.970001
2005-12-22,49.220001
2005-12-23,49.220001
2005-12-27,48.560001
2005-12-28,48.060001
2005-12-29,47.990002
2005-12-30,47.150002
2006-01-03,47.580002
2006-01-04,47.250000
2006-01-05,47.650002
2006-01-06,47.869999
2006-01-09,47.080002
2006-01-10,45.650002
2006-01-11,44.930000
2006-01-12,44.360001
2006-01-13,44.400002
2006-01-17,44.000000
2006-01-18,44.320000
2006-01-19,44.450001
2006-01-20,43.919998
2006-01-23,43.730000
2006-01-24,44.020000
2006-01-25,43.599998
2006-01-26,44.680000
2006-01-27,45.220001
2006-01-30,44.959999
2006-01-31,44.820000
2006-02-01,43.980000
2006-02-02,42.740002
2006-02-03,38.330002
2006-02-06,37.950001
2006-02-07,37.520000
2006-02-08,38.169998
2006-02-09,37.990002
2006-02-10,38.520000
2006-02-13,37.860001
2006-02-14,38.250000
2006-02-15,39.259998
2006-02-16,39.150002
2006-02-17,39.189999
2006-02-21,38.290001
2006-02-22,38.720001
2006-02-23,37.900002
2006-02-24,38.349998
2006-02-27,38.009998
2006-02-28,37.439999
2006-03-01,37.119999
2006-03-02,36.880001
2006-03-03,37.209999
2006-03-06,36.860001
2006-03-07,36.930000
2006-03-08,36.810001
2006-03-09,36.119999
2006-03-10,36.220001
2006-03-13,36.189999
2006-03-14,36.910000
2006-03-15,36.889999
2006-03-16,36.770000
2006-03-17,35.990002
2006-03-20,36.230000
2006-03-21,35.919998
2006-03-22,36.000000
2006-03-23,35.680000
2006-03-24,35.470001
2006-03-27,35.250000
2006-03-28,35.689999
2006-03-29,36.320000
2006-03-30,36.669998
2006-03-31,36.529999
2006-04-03,36.139999
2006-04-04,36.770000
2006-04-05,37.340000
2006-04-06,38.509998
2006-04-07,37.090000
2006-04-10,36.610001
2006-04-11,36.060001
2006-04-12,36.130001
2006-04-13,36.619999
2006-04-17,35.270000
2006-04-18,36.279999
2006-04-19,36.889999
2006-04-20,36.340000
2006-04-21,36.029999
2006-04-24,35.790001
2006-04-25,35.549999
2006-04-26,35.790001
2006-04-27,35.740002
2006-04-28,35.209999
2006-05-01,34.590000
2006-05-02,34.380001
2006-05-03,33.959999
2006-05-04,34.470001
2006-05-05,35.040001
2006-05-08,34.689999
2006-05-09,34.840000
2006-05-10,34.160000
2006-05-11,33.529999
2006-05-12,32.730000
2006-05-15,32.779999
2006-05-16,32.759998
2006-05-17,31.610001
2006-05-18,32.610001
2006-05-19,33.939999
2006-05-22,34.830002
2006-05-23,33.759998
2006-05-24,35.189999
2006-05-25,35.630001
2006-05-26,36.070000
2006-05-30,34.639999
2006-05-31,34.610001
2006-06-01,35.070000
2006-06-02,34.759998
2006-06-05,33.490002
2006-06-06,33.410000
2006-06-07,33.770000
2006-06-08,33.549999
2006-06-09,33.779999
2006-06-12,33.599998
2006-06-13,33.470001
2006-06-14,33.680000
2006-06-15,34.959999
2006-06-16,35.090000
2006-06-19,35.070000
2006-06-20,35.480000
2006-06-21,36.650002
2006-06-22,36.369999
2006-06-23,36.549999
2006-06-26,36.770000
2006-06-27,36.480000
2006-06-28,36.700001
2006-06-29,38.520000
2006-06-30,38.680000
2006-07-03,38.610001
2006-07-05,37.110001
2006-07-06,36.799999
2006-07-07,36.110001
2006-07-10,35.790001
2006-07-11,35.660000
2006-07-12,34.630001
2006-07-13,33.730000
2006-07-14,32.919998
2006-07-17,33.669998
2006-07-18,33.490002
2006-07-19,34.480000
2006-07-20,34.180000
2006-07-21,33.189999
2006-07-24,34.310001
2006-07-25,33.590000
2006-07-26,26.260000
2006-07-27,26.559999
2006-07-28,27.170000
2006-07-31,26.889999
2006-08-01,26.320000
2006-08-02,26.090000
2006-08-03,26.690001
2006-08-04,27.290001
2006-08-07,26.780001
2006-08-08,26.360001
2006-08-09,26.209999
2006-08-10,26.490000
2006-08-11,26.070000
2006-08-14,26.530001
2006-08-15,27.770000
2006-08-16,27.950001
2006-08-17,29.090000
2006-08-18,29.120001
2006-08-21,28.129999
2006-08-22,28.370001
2006-08-23,28.139999
2006-08-24,27.969999
2006-08-25,28.030001
2006-08-28,28.910000
2006-08-29,29.520000
2006-08-30,30.670000
2006-08-31,30.830000
2006-09-01,31.760000
2006-09-05,32.230000
2006-09-06,30.799999
2006-09-07,29.730000
2006-09-08,30.510000
2006-09-11,30.790001
2006-09-12,31.719999
2006-09-13,31.670000
2006-09-14,31.650000
2006-09-15,32.520000
2006-09-18,32.080002
2006-09-19,31.580000
2006-09-20,32.119999
2006-09-21,30.219999
2006-09-22,30.840000
2006-09-25,31.790001
2006-09-26,32.500000
2006-09-27,32.330002
2006-09-28,31.840000
2006-09-29,32.119999
2006-10-02,30.870001
2006-10-03,31.700001
2006-10-04,32.759998
2006-10-05,33.320000
2006-10-06,32.590000
2006-10-09,33.380001
2006-10-10,32.619999
2006-10-11,32.910000
2006-10-12,33.549999
2006-10-13,33.320000
2006-10-16,32.599998
2006-10-17,32.470001
2006-10-18,32.310001
2006-10-19,32.540001
2006-10-20,32.570000
2006-10-23,32.880001
2006-10-24,33.630001
2006-10-25,37.680000
2006-10-26,38.299999
2006-10-27,38.240002
2006-10-30,38.150002
2006-10-31,38.090000
2006-11-01,37.560001
2006-11-02,37.450001
2006-11-03,37.459999
2006-11-06,38.209999
2006-11-07,38.770000
2006-11-08,39.470001
2006-11-09,38.840000
2006-11-10,39.259998
2006-11-13,39.990002
2006-11-14,41.509998
2006-11-15,42.599998
2006-11-16,42.840000
2006-11-17,42.549999
2006-11-20,42.439999
2006-11-21,42.540001
2006-11-22,42.959999
2006-11-24,42.410000
2006-11-27,40.849998
2006-11-28,40.919998
2006-11-29,40.630001
2006-11-30,40.340000
2006-12-01,39.410000
2006-12-04,39.099998
2006-12-05,38.980000
2006-12-06,38.900002
2006-12-07,38.119999
2006-12-08,38.459999
2006-12-11,38.689999
2006-12-12,38.459999
2006-12-13,38.500000
2006-12-14,39.020000
2006-12-15,40.009998
2006-12-18,39.259998
2006-12-19,39.419998
2006-12-20,40.009998
2006-12-21,39.889999
2006-12-22,40.240002
2006-12-26,39.799999
2006-12-27,40.290001
2006-12-28,40.209999
2006-12-29,39.459999
2007-01-03,38.700001
2007-01-04,38.900002
2007-01-05,38.369999
2007-01-08,37.500000
2007-01-09,37.779999
2007-01-10,37.150002
2007-01-11,37.400002
2007-01-12,38.200001
2007-01-16,38.660000
2007-01-17,37.880001
2007-01-18,36.980000
2007-01-19,37.020000
2007-01-22,36.950001
2007-01-23,36.430000
2007-01-24,37.259998
2007-01-25,37.080002
2007-01-26,36.849998
2007-01-29,37.430000
2007-01-30,37.049999
2007-01-31,37.669998
2007-02-01,38.700001
2007-02-02,37.389999
2007-02-05,37.160000
2007-02-06,38.270000
2007-02-07,38.980000
2007-02-08,39.099998
2007-02-09,38.720001
2007-02-12,38.849998
2007-02-13,39.310001
2007-02-14,40.139999
2007-02-15,40.060001
2007-02-16,40.330002
2007-02-20,41.509998
2007-02-21,41.259998
2007-02-22,41.000000
2007-02-23,40.779999
2007-02-26,40.880001
2007-02-27,38.830002
2007-02-28,39.139999
2007-03-01,38.849998
2007-03-02,37.689999
2007-03-05,37.049999
2007-03-06,38.580002
2007-03-07,38.360001
2007-03-08,38.099998
2007-03-09,38.840000
2007-03-12,38.810001
2007-03-13,37.820000
2007-03-14,38.080002
2007-03-15,37.779999
2007-03-16,37.849998
2007-03-19,38.450001
2007-03-20,38.580002
2007-03-21,39.799999
2007-03-22,39.490002
2007-03-23,38.980000
2007-03-26,39.009998
2007-03-27,39.369999
2007-03-28,39.340000
2007-03-29,39.810001
2007-03-30,39.790001
2007-04-02,40.419998
2007-04-03,41.189999
2007-04-04,41.529999
2007-04-05,41.680000
2007-04-09,41.660000
2007-04-10,41.860001
2007-04-11,41.680000
2007-04-12,42.270000
2007-04-13,42.410000
2007-04-16,45.200001
2007-04-17,45.070000
2007-04-18,44.990002
2007-04-19,44.639999
2007-04-20,44.950001
2007-04-23,44.770000
2007-04-24,44.750000
2007-04-25,56.810001
2007-04-26,62.779999
2007-04-27,62.599998
2007-04-30,61.330002
2007-05-01,62.040001
2007-05-02,61.180000
2007-05-03,62.189999
2007-05-04,63.230000
2007-05-07,60.820000
2007-05-08,61.830002
2007-05-09,62.849998
2007-05-10,60.919998
2007-05-11,61.560001
2007-05-14,61.700001
2007-05-15,60.580002
2007-05-16,63.220001
2007-05-17,62.169998
2007-05-18,63.299999
2007-05-21,68.300003
2007-05-22,68.879997
2007-05-23,69.000000
2007-05-24,69.349998
2007-05-25,68.550003
2007-05-29,69.629997
2007-05-30,69.860001
2007-05-31,69.139999
2007-06-01,68.580002
2007-06-04,70.419998
2007-06-05,73.650002
2007-06-06,72.290001
2007-06-07,72.040001
2007-06-08,73.239998
2007-06-11,71.169998
2007-06-12,70.070000
2007-06-13,70.889999
2007-06-14,71.940002
2007-06-15,72.400002
2007-06-18,71.830002
2007-06-19,69.809998
2007-06-20,69.099998
2007-06-21,69.669998
2007-06-22,68.860001
2007-06-25,68.660004
2007-06-26,67.480003
2007-06-27,68.139999
2007-06-28,68.889999
2007-06-29,68.410004
2007-07-02,69.610001
2007-07-03,69.449997
2007-07-05,68.730003
2007-07-06,68.970001
2007-07-09,72.070000
2007-07-10,70.279999
2007-07-11,70.730003
2007-07-12,72.790001
2007-07-13,75.099998
2007-07-16,73.690002
2007-07-17,73.790001
2007-07-18,73.320000
2007-07-19,73.349998
2007-07-20,71.629997
2007-07-23,71.739998
2007-07-24,69.250000
2007-07-25,86.180000
2007-07-26,84.010002
2007-07-27,84.040001
2007-07-30,82.699997
2007-07-31,78.540001
2007-08-01,77.309998
2007-08-02,79.709999
2007-08-03,76.800003
2007-08-06,79.000000
2007-08-07,79.139999
2007-08-08,77.779999
2007-08-09,74.110001
2007-08-10,74.779999
2007-08-13,74.870003
2007-08-14,73.449997
2007-08-15,72.379997
2007-08-16,72.790001
2007-08-17,75.019997
2007-08-20,74.699997
2007-08-21,77.489998
2007-08-22,78.500000
2007-08-23,77.300003
2007-08-24,79.250000
2007-08-27,78.650002
2007-08-28,76.220001
2007-08-29,79.050003
2007-08-30,78.680000
2007-08-31,79.910004
2007-09-04,82.699997
2007-09-05,83.750000
2007-09-06,86.209999
2007-09-07,84.519997
2007-09-10,83.339996
2007-09-11,86.279999
2007-09-12,87.300003
2007-09-13,87.260002
2007-09-14,87.769997
2007-09-17,86.910004
2007-09-18,88.750000
2007-09-19,89.000000
2007-09-20,89.650002
2007-09-21,91.300003
2007-09-24,92.589996
2007-09-25,93.480003
2007-09-26,93.430000
2007-09-27,93.379997
2007-09-28,93.150002
2007-10-01,93.410004
2007-10-02,92.360001
2007-10-03,92.459999
2007-10-04,92.260002
2007-10-05,93.430000
2007-10-08,95.849998
2007-10-09,95.320000
2007-10-10,94.660004
2007-10-11,89.339996
2007-10-12,92.370003
2007-10-15,90.529999
2007-10-16,89.529999
2007-10-17,90.550003
2007-10-18,89.849998
2007-10-19,89.760002
2007-10-22,91.290001
2007-10-23,100.820000
2007-10-24,88.730003
2007-10-25,88.209999
2007-10-26,90.000000
2007-10-29,90.099998
2007-10-30,88.239998
2007-10-31,89.150002
2007-11-01,87.650002
2007-11-02,85.980003
2007-11-05,84.370003
2007-11-06,87.269997
2007-11-07,87.040001
2007-11-08,83.580002
2007-11-09,78.889999
2007-11-12,77.000000
2007-11-13,79.860001
2007-11-14,78.510002
2007-11-15,77.849998
2007-11-16,78.599998
2007-11-19,79.180000
2007-11-20,80.389999
2007-11-21,79.760002
2007-11-23,81.430000
2007-11-26,81.300003
2007-11-27,85.589996
2007-11-28,90.300003
2007-11-29,89.150002
2007-11-30,90.559998
2007-12-03,90.910004
2007-12-04,94.410004
2007-12-05,93.190002
2007-12-06,94.209999
2007-12-07,94.309998
2007-12-10,93.019997
2007-12-11,90.750000
2007-12-12,91.279999
2007-12-13,92.400002
2007-12-14,89.080002
2007-12-17,85.089996
2007-12-18,86.889999
2007-12-19,89.379997
2007-12-20,90.580002
2007-12-21,91.260002
2007-12-24,91.010002
2007-12-26,92.849998
2007-12-27,94.250000
2007-12-28,94.449997
2007-12-31,92.639999
2008-01-02,96.250000
2008-01-03,95.209999
2008-01-04,88.790001
2008-01-07,88.820000
2008-01-08,87.879997
2008-01-09,85.220001
2008-01-10,84.260002
2008-01-11,81.080002
2008-01-14,82.870003
2008-01-15,80.239998
2008-01-16,80.349998
2008-01-17,80.120003
2008-01-18,79.760002
2008-01-22,78.480003
2008-01-23,73.970001
2008-01-24,77.669998
2008-01-25,77.599998
2008-01-28,75.820000
2008-01-29,73.949997
2008-01-30,74.209999
2008-01-31,77.699997
2008-02-01,74.629997
2008-02-04,73.949997
2008-02-05,72.089996
2008-02-06,68.489998
2008-02-07,70.910004
2008-02-08,73.500000
2008-02-11,75.190002
2008-02-12,74.449997
2008-02-13,77.730003
2008-02-14,75.800003
2008-02-15,72.959999
2008-02-19,72.080002
2008-02-20,73.639999
2008-02-21,69.900002
2008-02-22,72.080002
2008-02-25,73.269997
2008-02-26,71.690002
2008-02-27,70.870003
2008-02-28,67.849998
2008-02-29,64.470001
2008-03-03,62.430000
2008-03-04,65.339996
2008-03-05,64.989998
2008-03-06,62.740002
2008-03-07,64.089996
2008-03-10,63.470001
2008-03-11,67.150002
2008-03-12,66.510002
2008-03-13,68.320000
2008-03-14,68.220001
2008-03-17,66.529999
2008-03-18,71.699997
2008-03-19,70.169998
2008-03-20,73.190002
2008-03-24,75.949997
2008-03-25,75.169998
2008-03-26,73.800003
2008-03-27,70.800003
2008-03-28,69.760002
2008-03-31,71.300003
2008-04-01,76.699997
2008-04-02,77.370003
2008-04-03,74.940002
2008-04-04,76.870003
2008-04-07,76.900002
2008-04-08,77.300003
2008-04-09,74.389999
2008-04-10,74.830002
2008-04-11,71.989998
2008-04-14,72.610001
2008-04-15,72.500000
2008-04-16,74.589996
2008-04-17,74.040001
2008-04-18,80.099998
2008-04-21,80.180000
2008-04-22,79.599998
2008-04-23,81.000000
2008-04-24,77.690002
2008-04-25,80.860001
2008-04-28,81.970001
2008-04-29,80.739998
2008-04-30,78.629997
2008-05-01,79.360001
2008-05-02,77.309998
2008-05-05,75.919998
2008-05-06,75.709999
2008-05-07,73.180000
2008-05-08,72.790001
2008-05-09,72.410004
2008-05-12,74.529999
2008-05-13,74.559998
2008-05-14,74.199997
2008-05-15,76.120003
2008-05-16,76.459999
2008-05-19,82.290001
2008-05-20,80.720001
2008-05-21,78.300003
2008-05-22,79.260002
2008-05-23,78.349998
2008-05-27,80.620003
2008-05-28,80.080002
2008-05-29,80.349998
2008-05-30,81.620003
2008-06-02,80.230003
2008-06-03,80.110001
2008-06-04,81.500000
2008-06-05,84.510002
2008-06-06,80.629997
2008-06-09,79.430000
2008-06-10,79.620003
2008-06-11,77.279999
2008-06-12,76.150002
2008-06-13,79.169998
2008-06-16,81.699997
2008-06-17,82.970001
2008-06-18,82.519997
2008-06-19,84.260002
2008-06-20,81.099998
2008-06-23,80.680000
2008-06-24,79.639999
2008-06-25,80.510002
2008-06-26,76.300003
2008-06-27,74.660004
2008-06-30,73.330002
2008-07-01,73.620003
2008-07-02,71.440002
2008-07-03,72.000000
2008-07-07,72.489998
2008-07-08,75.040001
2008-07-09,70.610001
2008-07-10,70.629997
2008-07-11,68.540001
2008-07-14,66.279999
2008-07-15,67.029999
2008-07-16,71.839996
2008-07-17,72.110001
2008-07-18,69.120003
2008-07-21,68.480003
2008-07-22,67.970001
2008-07-23,70.540001
2008-07-24,78.720001
2008-07-25,78.309998
2008-07-28,75.980003
2008-07-29,78.209999
2008-07-30,78.209999
2008-07-31,76.339996
2008-08-01,75.750000
2008-08-04,75.709999
2008-08-05,79.110001
2008-08-06,78.089996
2008-08-07,76.949997
2008-08-08,80.510002
2008-08-11,88.089996
2008-08-12,87.250000
2008-08-13,86.690002
2008-08-14,88.029999
2008-08-15,86.400002
2008-08-18,83.110001
2008-08-19,81.290001
2008-08-20,82.129997
2008-08-21,83.260002
2008-08-22,85.260002
2008-08-25,82.849998
2008-08-26,81.760002
2008-08-27,81.730003
2008-08-28,83.419998
2008-08-29,80.809998
2008-09-02,81.410004
2008-09-03,80.769997
2008-09-04,78.029999
2008-09-05,79.190002
2008-09-08,81.160004
2008-09-09,79.040001
2008-09-10,76.739998
2008-09-11,79.510002
2008-09-12,78.300003
2008-09-15,77.339996
2008-09-16,78.730003
2008-09-17,71.540001
2008-09-18,76.500000
2008-09-19,81.000000
2008-09-22,74.930000
2008-09-23,71.760002
2008-09-24,69.959999
2008-09-25,72.080002
2008-09-26,70.699997
2008-09-29,63.349998
2008-09-30,72.760002
2008-10-01,69.580002
2008-10-02,67.360001
2008-10-03,67.000000
2008-10-06,65.230003
2008-10-07,58.520000
2008-10-08,61.020000
2008-10-09,56.000000
2008-10-10,56.250000
2008-10-13,62.020000
2008-10-14,55.860001
2008-10-15,48.720001
2008-10-16,50.290001
2008-10-17,50.650002
2008-10-20,52.970001
2008-10-21,50.230000
2008-10-22,49.990002
2008-10-23,50.320000
2008-10-24,48.959999
2008-10-27,49.580002
2008-10-28,56.040001
2008-10-29,56.889999
2008-10-30,56.709999
2008-10-31,57.240002
2008-11-03,55.770000
2008-11-04,58.450001
2008-11-05,51.980000
2008-11-06,47.220001
2008-11-07,49.209999
2008-11-10,48.459999
2008-11-11,46.299999
2008-11-12,41.560001
2008-11-13,44.930000
2008-11-14,41.750000
2008-11-17,39.689999
2008-11-18,38.439999
2008-11-19,35.840000
2008-11-20,35.029999
2008-11-21,37.869999
2008-11-24,42.500000
2008-11-25,42.189999
2008-11-26,43.959999
2008-11-28,42.700001
2008-12-01,40.470001
2008-12-02,41.189999
2008-12-03,45.209999
2008-12-04,47.320000
2008-12-05,48.259998
2008-12-08,51.410000
2008-12-09,51.250000
2008-12-10,49.700001
2008-12-11,48.250000
2008-12-12,51.250000
2008-12-15,48.849998
2008-12-16,52.630001
2008-12-17,53.180000
2008-12-18,52.080002
2008-12-19,51.560001
2008-12-22,49.840000
2008-12-23,51.080002
2008-12-24,51.439999
2008-12-26,51.779999
2008-12-29,49.400002
2008-12-30,50.759998
2008-12-31,51.279999
2009-01-02,54.360001
2009-01-05,54.060001
2009-01-06,57.360001
2009-01-07,56.200001
2009-01-08,57.160000
2009-01-09,55.509998
2009-01-12,51.919998
2009-01-13,51.450001
2009-01-14,48.490002
2009-01-15,51.439999
2009-01-16,51.590000
2009-01-20,48.439999
2009-01-21,50.540001
2009-01-22,49.939999
2009-01-23,50.630001
2009-01-26,49.630001
2009-01-27,48.439999
2009-01-28,50.360001
2009-01-29,50.000000
2009-01-30,58.820000
2009-02-02,61.150002
2009-02-03,63.590000
2009-02-04,61.060001
2009-02-05,63.180000
2009-02-06,66.550003
2009-02-09,66.709999
2009-02-10,63.310001
2009-02-11,64.349998
2009-02-12,63.959999
2009-02-13,63.259998
2009-02-17,61.669998
2009-02-18,62.349998
2009-02-19,61.950001
2009-02-20,63.860001
2009-02-23,61.709999
2009-02-24,65.599998
2009-02-25,63.709999
2009-02-26,62.340000
2009-02-27,64.790001
2009-03-02,61.990002
2009-03-03,61.700001
2009-03-04,64.809998
2009-03-05,64.769997
2009-03-06,61.689999
2009-03-09,60.490002
2009-03-10,65.709999
2009-03-11,68.540001
2009-03-12,69.580002
2009-03-13,68.629997
2009-03-16,66.980003
2009-03-17,71.349998
2009-03-18,71.250000
2009-03-19,70.099998
2009-03-20,69.959999
2009-03-23,75.580002
2009-03-24,72.809998
2009-03-25,72.400002
2009-03-26,73.690002
2009-03-27,70.519997
2009-03-30,71.440002
2009-03-31,73.440002
2009-04-01,73.500000
2009-04-02,76.339996
2009-04-03,78.169998
